officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Beh B.O,361310,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Salaya S.O,Jamnagar H.O,69.5788585,22.307364,22.307364,69.5788585
Bela B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Beraja B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kahbhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Beraja Bhalsan B.O,361013,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Khandhera S.O,Jamnagar H.O,44.1815573,43.899697,43.899697,44.1815573
Beraja Fala B.O,361011,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Hadiana S.O,Jamnagar H.O,120.57980872199606,14.459897000000002,14.459897000000002,120.57980872199606
Beraja Pasaya B.O,361110,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Aliabada S.O,Jamnagar H.O,70.2158776,22.4505714,22.4505714,70.2158776
Bet S.O,361330,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Okhamandal,Jamnagar,GUJARAT,02892-299234,NA,Jamnagar H.O,43.8560969,43.5575474,43.5575474,43.8560969
Bhadthar S.O,361306,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,02833-272220,NA,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Bhadukiya Mota B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Bhagat Khijadia B.O,360540,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kharedi S.O,Jamnagar H.O,70.4807159,22.0704164,22.0704164,70.4807159
Bhandaria B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Bhangor B.O,360515,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Verad S.O,Jamnagar H.O,69.9150849,21.9509284,21.9509284,69.9150849
Bhankhokhri B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Bhanvad S.O,360510,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,02896-232621,NA,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Bharana B.O,361010,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Vadinar S.O,Jamnagar H.O,69.7383883,22.38736105,22.38736105,69.7383883
Bharatpur B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Bhatel B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Bhatia S.O,361315,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,02891-233106,NA,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Bhatvadia B.O,361315,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,NA,Bhatia S.O,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Bhavabhi Khijadia B.O,360540,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kharedi S.O,Jamnagar H.O,70.4807159,22.0704164,22.0704164,70.4807159
Bhenakvad B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Bhensdad B.O,361220,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Latipur S.O,Jamnagar H.O,44.0926551,43.6157546,43.6157546,44.0926551
Bhimkata B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Bhimrana B.O,361345,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Okhamandal,Jamnagar,GUJARAT,NA,Mithapur S.O (Jamnagar),Jamnagar H.O,69.03100532857142,22.406823057142855,22.406823057142855,69.03100532857142
Bhinda B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Bhogat B.O,361315,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,NA,Bhatia S.O,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Bhojabedi B.O,360520,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Dhrafa S.O,Jamnagar H.O,70.105160725,22.003578125,22.003578125,70.105160725
Bhomiyavadar B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Porbandar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Bhopalka B.O,361315,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,NA,Bhatia S.O,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Bodi B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Bodka B.O,361220,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Latipur S.O,Jamnagar H.O,44.0926551,43.6157546,43.6157546,44.0926551
Chachlana B.O,361320,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Jamkalyanpur S.O,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Chandravada B.O,361325,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Raval S.O,Jamnagar H.O,69.49223486666666,21.923730366666664,21.923730366666664,69.49223486666666
Changa B.O,361012,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Chela S.O,Jamnagar H.O,118.09927763333333,24.487384366666667,24.487384366666667,118.09927763333333
Charakala B.O,361335,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Okhamandal,Jamnagar,GUJARAT,NA,Dwarka S.O,Jamnagar H.O,68.96816307894737,22.244392505263157,22.244392505263157,68.96816307894737
Chavda B.O,361130,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Jamwanthali S.O,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Chela S.O,361012,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,0288-2888404,NA,Jamnagar H.O,118.09927763333333,24.487384366666667,24.487384366666667,118.09927763333333
Chelabedi B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Chhapar B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Chhatar B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Chirodasang B.O,360520,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Dhrafa S.O,Jamnagar H.O,70.105160725,22.003578125,22.003578125,70.105160725
Chokhanda B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Chur B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Dabasang B.O,361280,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Kanalush S.O,Jamnagar H.O,69.81930615,22.34465885,22.34465885,69.81930615
Dadia B.O,361012,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Chela S.O,Jamnagar H.O,118.09927763333333,24.487384366666667,24.487384366666667,118.09927763333333
Daltungi B.O,361280,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Kanalush S.O,Jamnagar H.O,69.81930615,22.34465885,22.34465885,69.81930615
Danta B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Dantrana B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Deri B.O,360540,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kharedi S.O,Jamnagar H.O,70.4807159,22.0704164,22.0704164,70.4807159
Devalia B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Devalia Targhadi B.O,361010,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Vadinar S.O,Jamnagar H.O,69.7383883,22.38736105,22.38736105,69.7383883
Dharampur B.O,361170,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Lalpur S.O (Jamnagar),Jamnagar H.O,69.963963,22.1915377,22.1915377,69.963963
Dhaturia B.O,361306,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Bhadthar S.O,Jamnagar H.O,69.59681508888889,22.066737155555554,22.066737155555554,69.59681508888889
Dhebar B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Dhichada B.O,361009,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Bedi S.O,Jamnagar H.O,118.1314198,24.52311955,24.52311955,118.1314198
Dhinki B.O,361335,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Okhamandal,Jamnagar,GUJARAT,NA,Dwarka S.O,Jamnagar H.O,68.96816307894737,22.244392505263157,22.244392505263157,68.96816307894737
Dhrafa S.O,360520,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,02898-265542,NA,Jamnagar H.O,70.105160725,22.003578125,22.003578125,70.105160725
Dhrol S.O,361210,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,02897-222013,NA,Jamnagar H.O,70.41547719,22.56701067,22.56701067,70.41547719
Dhudasia B.O,361130,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Jamwanthali S.O,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Dhudkot B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Dhundhoraji B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Dhunia B.O,361280,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Kanalush S.O,Jamnagar H.O,69.81930615,22.34465885,22.34465885,69.81930615
Dhutarpur B.O,361130,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Jamwanthali S.O,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Dhuvav S.O,361120,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,0288-2570215,NA,Jamnagar H.O,70.19161163333334,22.491004066666665,22.491004066666665,70.19161163333334
Digvijay Plot S.O,361005,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,0288-2565320,NA,Jamnagar H.O,118.086516,24.440372875,24.440372875,118.086516
Digvijaygram S.O,361140,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,0288-2344203,NA,Jamnagar H.O,69.8359116,22.42731115,22.42731115,69.8359116
Dwarka S.O,361335,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,02892-234529,NA,Jamnagar H.O,68.96816307894737,22.244392505263157,22.244392505263157,68.96816307894737
Dwarka Town S.O,361335,S.O,Non-Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,02892-234041,NA,Jamnagar H.O,68.96816307894737,22.244392505263157,22.244392505263157,68.96816307894737
Fadsar B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Fagas B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Falla B.O,361120,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Dhuvav S.O,Jamnagar H.O,70.19161163333334,22.491004066666665,22.491004066666665,70.19161163333334
Fatsar B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Fot B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Gadhechi B.O,361335,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Okhamandal,Jamnagar,GUJARAT,NA,Dwarka S.O,Jamnagar H.O,68.96816307894737,22.244392505263157,22.244392505263157,68.96816307894737
Gaga B.O,361315,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,NA,Bhatia S.O,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Gagva B.O,361140,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Digvijaygram S.O,Jamnagar H.O,69.8359116,22.42731115,22.42731115,69.8359116
Gajana B.O,361170,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Lalpur S.O (Jamnagar),Jamnagar H.O,69.963963,22.1915377,22.1915377,69.963963
Gajedi B.O,361220,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Latipur S.O,Jamnagar H.O,44.0926551,43.6157546,43.6157546,44.0926551
Gandhavi B.O,361315,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,NA,Bhatia S.O,Jamnagar H.O,69.27512252666666,22.03414318,22.03414318,69.27512252666666
Gingni B.O,360530,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Jamjodhpur S.O,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Goinj B.O,361310,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Salaya S.O,Jamnagar H.O,69.5788585,22.307364,22.307364,69.5788585
Gorakhadi B.O,360520,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Dhrafa S.O,Jamnagar H.O,70.105160725,22.003578125,22.003578125,70.105160725
Gorana B.O,361325,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Raval S.O,Jamnagar H.O,69.49223486666666,21.923730366666664,21.923730366666664,69.49223486666666
Govana B.O,361170,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Lalpur S.O (Jamnagar),Jamnagar H.O,69.963963,22.1915377,22.1915377,69.963963
Grain Market S.O (Jamnagar),361001,S.O,Non-Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,0288-2675033,NA,Jamnagar H.O,118.0722603,24.4539575,24.4539575,118.0722603
Gulabnagar S.O,361007,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,0288-2572218,NA,Jamnagar H.O,NA,NA,NA,NA
Gunatitnagar B.O,361250,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Jodia S.O,Jamnagar H.O,70.32101513333333,22.682387833333333,22.682387833333333,70.32101513333333
Gunda B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Ha R.S. B.O,361120,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Dhuvav S.O,Jamnagar H.O,70.19161163333334,22.491004066666665,22.491004066666665,70.19161163333334
Habardi B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Hadatoda B.O,361210,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Dhrol S.O,Jamnagar H.O,70.41547719,22.56701067,22.56701067,70.41547719
Hadiana S.O,361011,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,02893-277340,NA,Jamnagar H.O,120.57980872199606,14.459897000000002,14.459897000000002,120.57980872199606
Hajamchora B.O,361240,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Balambha S.O,Jamnagar H.O,NA,NA,NA,NA
Haripar B.O,361013,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Khandhera S.O,Jamnagar H.O,44.1815573,43.899697,43.899697,44.1815573
Haripar B.O,361320,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Jamkalyanpur S.O,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Haripar B.O,361170,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Lalpur,Jamnagar,GUJARAT,NA,Lalpur S.O (Jamnagar),Jamnagar H.O,69.963963,22.1915377,22.1915377,69.963963
Haripar B.O,361305,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Khambhalia,Jamnagar,GUJARAT,NA,Khambhalia S.O,Jamnagar H.O,69.65298653414635,22.20519549512195,22.20519549512195,69.65298653414635
Harshadpur B.O,361012,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Chela S.O,Jamnagar H.O,118.09927763333333,24.487384366666667,24.487384366666667,118.09927763333333
Hothijikhadba B.O,360530,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Jamjodhpur S.O,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Ishwaria B.O,360530,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Porbandar,GUJARAT,NA,Jamjodhpur S.O,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Jaga B.O,361130,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Jamwanthali S.O,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Jaiva B.O,361210,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Dhrol S.O,Jamnagar H.O,70.41547719,22.56701067,22.56701067,70.41547719
Jaliadevani B.O,361130,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Jamwanthali S.O,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Jam Dudhai B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Jambuda B.O,361120,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Dhuvav S.O,Jamnagar H.O,70.19161163333334,22.491004066666665,22.491004066666665,70.19161163333334
Jamdevalia B.O,361320,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Jamkalyanpur S.O,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Jamgadhka B.O,361320,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Jamkalyanpur S.O,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Jamjodhpur Darbargadh S.O,360530,S.O,Non-Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,02898-220010,NA,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Jamjodhpur S.O,360530,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,02898-220037,NA,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Jamkalyanpur S.O,361320,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalyanpur,Jamnagar,GUJARAT,02891-286220,NA,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Jamnagar H.O,361001,H.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,0288-2671384,NA,NA,118.0722603,24.4539575,24.4539575,118.0722603
Jampar B.O,361320,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamkalyanpur,Jamnagar,GUJARAT,NA,Jamkalyanpur S.O,Jamnagar H.O,69.42620502000001,22.07029074,22.07029074,69.42620502000001
Jampar B.O,360510,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bhanvad S.O,Jamnagar H.O,69.76170183333333,21.929613386666666,21.929613386666666,69.76170183333333
Jamsar B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
Jamsukhpur B.O,360531,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Vansjalia S.O,Jamnagar H.O,69.8722902,21.7988636,21.7988636,69.8722902
Jamwali B.O,360530,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Jamjodhpur S.O,Jamnagar H.O,70.03180655,21.8998151,21.8998151,70.03180655
Jamwali B.O,361160,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Kalavad S.O,Jamnagar H.O,70.36451397142858,22.2371925,22.2371925,70.36451397142858
Jamwanthali S.O,361130,S.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,0288-2887220,NA,Jamnagar H.O,70.336018,22.38531845,22.38531845,70.336018
Jasapar B.O,361162,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Kalavad,Jamnagar,GUJARAT,NA,Nikava S.O,Jamnagar H.O,70.50451875,22.2003008,22.2003008,70.50451875
Jasapar B.O,360531,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Vansjalia S.O,Jamnagar H.O,69.8722902,21.7988636,21.7988636,69.8722902
Jasapar B.O,361220,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Latipur S.O,Jamnagar H.O,44.0926551,43.6157546,43.6157546,44.0926551
Jasapar B.O,360520,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamjodhpur,Jamnagar,GUJARAT,NA,Dhrafa S.O,Jamnagar H.O,70.105160725,22.003578125,22.003578125,70.105160725
Jiragadh B.O,361220,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Dhrol,Jamnagar,GUJARAT,NA,Latipur S.O,Jamnagar H.O,44.0926551,43.6157546,43.6157546,44.0926551
Jivapar B.O,361006,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jamnagar,Jamnagar,GUJARAT,NA,Khodiyar Colony S.O,Jamnagar H.O,70.03927083809523,22.454401119047617,22.454401119047617,70.03927083809523
Jivapar B.O,363655,B.O,Delivery,Jamnagar,Rajkot,Gujarat,Jodia,Jamnagar,GUJARAT,NA,Amran S.O,Jamnagar H.O,70.5616062,22.8294884,22.8294884,70.5616062
